,subject,course,title,description,transcript
656,history,hist-276,lecture-23,"The student protests of May 1968 in France were linked to international protests against the American war in Vietnam and other political and social consequences of the Cold War. In many respects, the terrible condition of many schools in France that led students to revolt remains a problem. Recent attempts to impose American-style reforms on the university system have met with protests that echo some of the demands made in ‘68; although, other conditions for revolution seem as though they may never again be realized in the same way.","All right, I want to today talk about 1968, which I can even remember, though I wasn’t in France in 1968. And you could see them from the 16th  and there were ladies in their fur coats and they’re flashing rings, and they were there to express their solidarity with the General, to whom all of this seemed something just strange, from another planet, that he couldn’t comprehend, didn’t want to deal with, just wished it was all going to go away. And that was an enormous, enormous event for people of my generation. And you also had this extraordinary ambiguity, in thinking about this, or ambivalence, because if you were basically against the sort of technological, super-powered society of fast cars, and the Americanization of European culture, if you believed strongly against that, what kind of job is there going to be at the end of the tunnel for you?You can’t be a professional militant your entire life. In 1964 two percent of the university students were sons or daughters of workers and peasants, two percent in 1964. I have a friend, in fact a Gaullist with whom I waited in line to get into Notre Dame for the Charles de Gaulle affair, who was supposed to take — he’s a lawyer and he was taking an advanced degree, and he lived in the suburbs and he stayed in — the prosperous suburbs, fairly prosperous — but he stayed in Paris one night because the metros closed, the buses closed, and if you didn’t make the 12:32 then you had a long walk; and I’ve walked back to that suburb and hitchhiked back and all of that — some funny stories about that but now is not the time. Students conversed in Latin, Latin was a living language. And there was already a very strong university in Lyon, and there was X and there were other universities. This is also tied — and this is a point I stupidly forgot to mention early — the women’s movement, although not terribly dominant in France, still essentially limited — this is probably an exaggeration, but to the middle class feminists, influenced by Simone de Beauvoir, the women’s movement also meant that lots of women put forth their claims; and again, as I said, that the vast majority of the students are bourgeois students, they’re upper class students and so — but that still was part of it. There was so much that seemed to have to be changed that it was very frustrating. It happened at Columbia and places like that. And these things were easily transformed into barricades. Before that even, on May 6th during the fighting, there were 1,422 arrests, et cetera, et cetera. It was the largest mobilization of workers in French history, without any question, even more than 1936. And they’re both fighting against the brutalization, as they would have put it, of human relations, is that capitalism seemed to be simply perpetuating this favored society in which the rich do very, very well, thank you very much, and the are full of only people who are well connected; basically that was always the case, the big, fancy schools. Lyon II, places like Lyon II, as opposed to Lyon I and Lyon III, is going to do very, very well; Toulouse is going to do very well under this system. They said, “well, you can do history of urban France,” because I’ve written books on urban France, “and then you can do the 1920s and ’30s.” Now, in our three classes on the 1920s and ’30s there were 400 students. And there was another one in the municipal library in Lyon. But then some were just brilliant and some were terrible. And then they go off into a different line. In the end that generation was right, I would like to say, in opposing U.S. policies, in trying to create or insist on a more human world, humane world, in industrial relations and in the university."
657,history,hist-276,lecture-24,"French culture is threatened both by European Unification and the rise of xenophobia within France itself. The defeat of the referendum on the European Constitution testified to the dissatisfaction of many people in rural France with the economic realities of the new international community. Racist policies targeting residents of France’s poor suburbs threaten the national ideal of liberty, equality, and fraternity. These problems remain to be resolved if France is to preserve its unique identity.","I want to talk about a couple of things at the beginning, and then I want to talk about the suburbs, to end with, because that’s going to be a big problem in the future. I’ll tell you a funny little story that has to do with this, in some ways. And many people, many ordinary people — not in Paris, if you’re working with the George Bush dollar and trying to afford a single café in Paris — but for very many ordinary people the euro, that is the currency that became January 1st, the year 2002 — I actually wrote something about the transition to that currency — that this currency to most people seems like what you say in French is an, it’s a sting. And the government can trot out all the information they want to try to show there hasn’t been massive inflation due to the Euro; and that’s simply false, because things that people buy in their lives — I don’t mean rich people but I mean ordinary people — have become extraordinarily high and expensive, because of the euro. And we can debate, we could go on and on about it. That didn’t happen two years ago and that’s not a good sign. But the great players were Thuram, Zidane, Desailly, these were the really great ones. But happily most people in France celebrated joyously because they certainly are French. And the damage was far less than, for example, in L.A. during the Rodney King riots in 1992, after the police who beat up this guy, on camera, beat up this minority guy from downtown L.A. The L.A. suburbs are not where the under-privileged people live. And when there were attacks on buildings they were attacks at night so nobody would be in the buildings. He referred to the rioters as “riff-raff” or even “scum” — , a word that I’ve used before; , scum, which can — it can also be “tough guy” but it means “scum” more. I did a book on this a long time ago, not just on that word but on some of this stuff. It was a strategy that Charles Pasqua, who had been a Minister of Interior long ago and tried to use, and had not worked, but it worked this time around. You can’t get teachers to teach there because there is violence; not big-time violence but there’s violence. This was discovered actually about ten years also that in some of the neighborhoods in Paris, and Montmartre, and in the 18th and 20th , but above all in the 20th, that the white population voted overwhelmingly in some areas for the National Front, in part because they were afraid of the fact that they would be minorities in their own  and all of this. And they’ve been controlled so many times. And I don’t dress any differently than they do, as you might have been able to tell. The red belt remains a dream of the past. You can’t imagine the kind of thing that the Americans want to do, or some Americans want to do, build this huge wall, a new Berlin wall, between Mexico and the United State. But this isn’t a problem that’s going to go away; and one shouldn’t see it as a problem, it’s a challenge, and because France believes deeply in the tradition in this course, the history of France and liberty, fraternity, and equality. So, be sure to know where you’re supposed to go for your final, okay?"
658,history,hist-276,lecture-3,"Despite various attempts at reform, France remains the most centralized state in Europe. The organization of the country around the Parisian center was originally a consequence of the French Revolution, which gave birth to the departmental regions. These regions have retained an oppositional relationship towards the metropolitan center. In 1875, an enduring republic was formed despite the competing claims of the Comte de Chambord and the Orleanists. This republic owed its founding largely to support from workers and peasants in the various non-Parisian departments.","I’m going to talk about the centralization of the French State and the question of why Paris — and that’s kind of fun to talk about — and the role of Paris in centralization, and the particular role of Paris in French economic, political, social and cultural life. And, then, in the last twenty minutes I’ll talk about why this sort of strange man, the former “miracle baby,” as he was called after his birth, the Comte de Chambord, did not become King of France, Henri V, and why France ended up a republic, and how; and, that has something to do with the centralization of the French State. A Rastignac was — it was before this course, but was the central figure, or one of them, in Balzac’s novel , , and he’s a sort of a somewhat poor noble from the Charente in the west of France who’s going to hit the big time, and wants to sleep with all the right ladies and become wealthy without doing any work, and he became sort of a symbol for this aggressive, provincial, in this case a sort of poor noble who has to get to Paris to make the big time, because the big time could only be there. And Balzac, to go back to Balzac, he put it the way Parisians view the provinces, and this is still the case. And, so, Louis XIV, who liked to call himself the Sun God, a modest megalomaniac, he sends out officials into the provinces to enforce his will, and these dudes are called intendents — but that doesn’t matter, you don’t have to remember that. But, what they do is they increase the power of the center, of the government. The only big change came in 1960 when they consolidated the ones around Paris, because of the growth of the Paris region, as you can see there. They’re named after rivers and they don’t all — they’re not all the same size. The point is that the revolution, in order to defeat its enemies, further centralizes the state, and then along comes the little corporal, the little general, the little megalomaniac, Napoleon, N One. I mentioned it the first day because that’s where lots of people were hung. You would like a bridge across your river, wouldn’t you?” And, so, every government that comes to power, they say, well we’re going to do something about this. And as France held its breath, because they wanted a boy, this miracle baby was born, . So, and also because of the close association of the monarchy, and particularly the Legitimists, they’re called Legitimists, the Bourbons with the church — you’ve got fertile ground in areas that were still practicing religion, and we’ll talk more about that another time. And these are big crosses that are put out, usually outside the villages. And the key to his strength, besides the church, are the nobles. Now, there was even a group of nobles who believed that they could be elected, that if you had an election people would actually vote to restore the monarchy. And he went back to his castle, anti-Semitic jokes and card-playing buddies."
659,history,hist-276,lecture-5,"Religion in France after the Revolution can be understood in terms of two forms of de-Christianization. The first of these is political, and takes place in the  separation of church and state. The second is a decline in religious practice among individual citizens. While the history of the former change is well documented, the latter is a more ambiguous phenomenon. Despite the statistical decline in religious participation in the nineteenth and twentieth centuries, Catholicism in particular continues to play a significant role in the cultural imagination, or , of many French people.","Okay, I’m going to talk about religion today, yes, and what I’m going to first — well, I’ll talk just a little bit about people who weren’t born into the Catholic Church. The vast majority of the population of France at the time, in the course, until say 1960, were born Catholic. How do you do that, how do you know what — whether people went to church or not? But, so I don’t know if that would be a statistic in this kind of evolution, but basically what — in the Catholic Church babies have had to be — I don’t know if it’s still the case — but had to be baptized within the first three days of birth; thus all these certificates that have — remember the , where people say, “I see this baby, the baby is alive,” and they baptize the baby so if the baby dies — and remember babies died all the time, after childbirth. There are parts of France that have always had a lot of priests, Finestère, Brittany, for one example. When people start naming their babies, when they stop naming them after saints, that tells you something. In some of those places the monument to the dead is not only not near the church that no one goes to, but will have a broken cross, asking that same question that Voltaire once asked about the Lisbon earthquake: “if there is a God, how could he or she have allowed this to happen?”And even those monuments are symbols of a decline in what had been assumed by the church, and indeed assumed by the state, of that old-time religion. But the cities were basically lost to the Catholic Church, with some exceptions. And this is background to the separation of church and state in 1905. Now, this, to be sure, is a rather pessimistic, from the point of view of the church, assessment, and perhaps overly so, because there has been recent work that has described in many parts of France, and in parts of Catholic Germany also, a revival of intense religiosity that has a lot to do with miracles. And we used to like to go to a — if you can imagine me as a failed altar boy, you’re looking at one, but we used to like to go out to the girls school and help the priests with the mass and all that, just to have a look at these women who we had basically never seen before. And their teaching was valued for what they did. Now, to be sure, the Catholic Church had not done itself any great favors with the Papal Syllabus of Errors in 1864 that said that modernity, liberalism, democracy, helping workers, anything, was bad, and it made the church look pretty ridiculous. Now, I got interested in this, because I was writing a book about this place, and so I went to all the archives, of course, and I went to all the newspapers, the Catholic newspaper and to a very anti-clerical socialist newspaper, and I read the accounts of all the incidents in which that happened, in all these other villages, in this part of France in which tensions between Protestants and Catholics had always been very high because of the wars of religion in the sixteenth century, the seventeenth century, and in the eighteenth century. So it had a place there, even though it never happened. So, because churches do provide charity still and help organize lives for very elderly people, this is very sad."
660,history,hist-276,lecture-6,"The Industrial Revolution in France is often said to have been entirely overshadowed by British industrial development. This analysis is inaccurate because it ignores the significance of domestic and other non-factory occupations. Indeed, it was the class of artisan workers, rather than industrial factory workers, who were first responsible for the organization of labor movements. One of the great innovations of the factory was the imposition of industrial discipline, against which many workers rebelled, often in the form of strikes.","Today I want to talk about large-scale industrialization and workers. But, well into the 1870s you still have something like 75,000 embroiderers, mostly women again, living in the hinterland of Nancy. But in the north, that is certainly the case. And the other big industrial region, of course, the biggest, is the Paris region. So, you had these fine clothes still being made by — put together by single women or single men, I don’t know if they’re married or not, but working by themselves at home, that are part of the artisanal structure of Paris; where, if you went into the hinterland of Paris or into the industrial suburbs there you have the dirty industries, soap production, chemical production, that people don’t want in the city and the city values are so high that if you want space you’re going to build them outside — more about that when I talk about Paris. So but these places are rather spread apart. But there was industrial production of some kind almost anywhere that you could go. And, because it has now been annexed by Germany — that is, not now but in the 1870s, I mean in 1871 — I didn’t talk about all the textile production in Alsace, but there was lots of textile production there. And, as in the case of Britain, that is, the trains help encourage investment because people can see trains, they can ride trains, and they look like something that’s going to lead France into this new, brand new industrial world, and so that helps accentuate the number of people who have something to invest, investing in railroads. As a matter of fact, one of the things that probably hurts French industry during exactly the period we’re talking about, that is the 1870s, ’80s and the early 1890s, is the fact that French capitalists begin investing in railroads, but in other places, in Italy, in Russia, and in Spain, where the railroads are to a great extent built by French capital. And, so, those continuities are still very important. So, what I want to talk to you about now is how workers viewed what was happening to them. And, so, people who were born into a life of work, a life of hard, difficult work, that was one — you ended — you were born into the jobs that you would get. I’m writing a book about a guy whom I’ll tell you about some day, who really — he said that love can make you hate. And, so, all of a sudden in Paris in the 1830s, ’40s and ’50s there’s all sorts of wagons being pushed through the street with beautifully made clothes on them, going for practically nothing, because there’s so many other tailors making suits, and the price, the wages these guys get — Marx was right about, only about that, insofar as his assessment of wages — artisans are making less money, their world is falling apart. In the 1820s and 1830s, when artisans went on strike, they knew the boss, the master. He is a symbol of this structure of a large-scale industrialization that they can’t control. And he is off in his chateau, on his boat in Normandie, or something like that, but he has been — the voice of him is now the foreman. When you see — and that’s not the only reason, because you need factories for big machines; these machines I can never — I’d forget how to work them."
661,history,hist-276,lecture-7,"The history of socialism in France can be understood in terms of the competition between revolutionary socialists and reform socialists. The former advocated abandoning electoral politics, while the latter attempted to improve conditions for workers by means of reforms within the political system. These two attitudes found figureheads in Jules Guesdes and Paul Brousse, respectively. Reform socialists and revolutionary socialists are united under the leadership of Jean Jaures, whose organizing efforts define and influence French socialism well into the twentieth century.","Well, today I’m going to talk a little bit about syndicalism, but mostly about socialism, and then Monday I’m going to talk about anarchism. So, this was, while it was scary for a conservative elite, it is energizing for both people who want to capture control of the state, that is, revolutionary socialists and, indeed, reform socialists, as we’ll see in a minute, but their means were different, and anarchists who wanted to destroy the state. He was sentenced to five years in jail after the Commune. But the goals of creating this party were revolutionary, they are not reformist. And one of the interesting things about the Parti Ouvrier — just call it the POF — the Parti, well just the working class, the Worker’s Party, French Worker’s Party, is — which also suggests that the role of personality in all of this — is they do very well in specific regions. So, Guesde is always sort of on the outside looking in, even within the context of the socialist movement. And here’s where the railroads come into play. Now, he was all over the place, basically. And, so, municipal socialism is one of those things that emerges from these reform socialist parties. He somehow ended up marrying the daughter of a Russian prefect of police. And the general strike, he calls it a myth, a myth not in a sense that it doesn’t exist, but a myth in the sense that it’s a sort of overwhelming, given of the possible, that can motivate people to take militant, working class action, and that one day everybody would simply put down their tools, put down their — take off their work outfit, and shut capitalism down by simply saying, “we’re not going to work anymore,” and the whole thing collapsed. Now, how did the Socialist Party become unified in 1905? He was third behind Henri Bergson, a famous guy, and a forgotten school-teacher. His pockets were always crammed with papers and indeed with books — he had rather big pockets. He, unlike one of his friends, Viviani, who took lessons at the Comédie-Française, and practiced them — there used to be, one of my colleagues used to practice his lectures in one of the parking lots, and he’d look at himself in the mirror, these rearview mirrors; and I don’t know why I thought of that. And he could take his crowd on dizzying verbal flights. You’d come into a room with Bart Giamatti — and I often didn’t agree with him about some things, but almost always did, and revered him, and still miss him terribly — but he could — at the end of talking to him, everybody would kind of agree, at least the momentum to find conciliation, and to agree to this common goal that they all shared was a fantastic, fantastic experience. And he was on the road constantly, and he became a voice of progress and reform and reason in a world increasingly gone mad."
662,history,hist-276,lecture-8,"Anarchists, unlike syndicalists and other leftists, seek to destroy the state rather than to capture state power for themselves. Emile Henry and other late nineteenth-century radicals inaugurated the modern practice of terrorism in their individualism and their indiscriminate choice of civilian targets. Despite the terrifying consequences of individual acts of terrorism, these pale in comparison to the consequences of state terrorism.","I’m going to talk about anarchism today, and especially I’m going to talk about the life and death of one guy, somebody I don’t admire, Émile Henry; but, in a way he represents some aspects of the origin of modern terrorism in late nineteenth-century Paris. ”Now, Proudhon was followed by two important Russian anarchists, both of whom I won’t talk about, but who are extremely interesting, and both of whom were nobles, one the guy called Peter Kropotkin and the other the terrifying, quite terrifying Mikhail Bakunin, and they become quite important. There was a fancy ball going on, and he knew he could not get past the guards to get close enough to claim any victims. For Kropotkin and before him Proudhon, the goal was the primitive, the goal was sort of communities that would exist without the state. Kropotkin had lived in the French Jura mountains, in the east, and also in Switzerland, and their watchmakers seemed to get along fine without the intrusion of the state. Everything that is not legal is good for us. He was examined in physics, math and chemistry, and he would put some of the latter to use, as we shall see. He was classified as , that is, he could be admitted. And it was said later that he vowed vengeance on bourgeois society, blah-blah-blah. His two targets were private property and authority, “two vicious germs,” as he called them, that formed the base of contemporary societies that, he wrote, “have to be destroyed, eradicated from social life.” In contrast to Vaillant, who loved the people — Vaillant was the guy executed for throwing the tack bomb — Malato remembered Émile only loved the idea; he felt a marked estrangement from the ignorant and servile plebs, plebeians, a feeling distinctive, also, of a number of literary and artistic anarchists, by whom he met no less a painter than Camille Pissarro, who was an anarchist. He was described later, after his death, as the Saint-Just of anarchy. And, so, they carry it through the first courtyard. And I went up there because I got to see, I got to see. But, when you walk out of this — that’s how you got in, that’s 1894 — when you walk out of this, you turn right and there is the Park of Belleville, and down below the Place de la Roquette where he would lose his head, and he looked out — he was lucky, he couldn’t see the Tour Montparnasse, which didn’t then exist, but he could see symbols that he hated. Twenty people were wounded, of whom one later died. He also had — his knife had poison on it, as well. Now, was this a form of indirect suicide? He’d fallen in love with the wife of an anarchist; and her building is still there too, ironically not far away from the place where he was executed. And I obviously detest everything that Émile Henry stood for, but I’ve tried to understand his hatred. The two interact dynamically and need each other. And, certainly, this is not a course in political science, but the reaction of the United States government and other governments to the horrible, horrible attacks on September11th are a pretty good example of that."
663,history,hist-276,lecture-9,"Two of the major crises of nineteenth-century France, the Boulanger Affair and the Dreyfus Affair, can be understood in terms of the rising forces of anti-Semitism and Far Right politics. The German conquest of Alsace and Lorraine, in particular, fueled nationalist and right-wing sentiments, especially in rural France. Political orientations and prejudices were formed by the popular media of the time, such as illustrated periodicals and patriotic songs.","I want today to talk about two very well known crises in the Third Republic. But I agree with the interpretation that views the Boulanger Affair as the emergence of the far Right in France, events that parallel, for example, the rise of the far Right in Austria, and in other places as well, and particularly the sort of propaganda campaign, the anti-Semitism, and the sort of street thug tactics are rather similar to movements that we would become all too familiar with, not personally of course, but in the 1920s and 1930s. So, this is one of the big images of simply — of instability. But yet, I mean, this is to exaggerate because the Third Republic does provide stability for all of these great affairs. He became the Director of the Infantry at the War Office and his superiors noted that he had a taste for clumsy intrigue, and complained about the civilians, or the , as they were called, the Peking people, the civilians, and they were treated with contempt by the military; and of course the rule in the French Army, really all the way through to the Algerian War, has been this tension between the officer corps, very, very rightwing, and the civilian population — thus the attempts to kill de Gaulle himself, in the time of the Algerian situation. And then he goes upstairs with his mistress, to a nearby hotel, and the opportunity is past. And while he hesitates, as someone once wrote, his enemies do not. They eliminate the electoral procedure that allowed him to be elected. The Republic emerged strengthened by this crisis. And these people had their whole credit networks established, where they could get credit to get to their next stops, always through France. In France they would print out ballots; and, so, political lists would already be printed out, and you pick your list. There are real photos of the guy on his horse. And of course, one thing that he does is that he is able to — it plays off beautifully with the anti-Semites and their newspapers. The geographic shifts in social structure of Paris have transformed it, and henceforth, until 1968, the big demonstrations, , demonstrations, are those of the Right for the canonization of Joan of Arc, after 1920, against the Republic in 1934. It was out there much more in Germany than it was in France. Now, Drumont — Edward was his name, I never did say his first name — Edward, Edward, Drumont, his   had been very — at the forefront of denouncing the scandals of the Republic, arguing that the scandals were inherent in a Republic by its very form of — its very existence, and by the fact that it’s the Jews who dominate , that is the wall of money controlled by the Rothschilds and all of this, the usual kind of claims. In fact there’s a very good book called — written again by my former student Michael Burns, called , about the Dreyfus family, not just about Dreyfus — there’ve been probably forty books written about him; but it’s about his whole family. They convoke a secret court martial and find him guilty of treason."
664,history-art,hsar-252,lecture-10,"Professor Kleiner explores sepulchral architecture in Rome commissioned by the emperor, aristocrats, successful professionals, and former slaves during the age of Augustus. Unlike most civic and residential buildings, tombs serve no practical purpose other than to commemorate the deceased and consequently assume a wide variety of personalized and remarkable forms. The lecture begins with the round Mausoleum of Augustus, based on Etruscan precedents and intended to house the remains of Augustus and the new Julio-Claudian dynasty. Professor Kleiner also highlights two of Rome’s most unusual funerary structures: the pyramidal Tomb of Gaius Cestius, an aristocrat related to Marcus Agrippa, and the trapezoidal Tomb of Marcus Vergilius Eurysaces, probably a former slave who made his fortune overseeing the baking and public distribution of bread for the Roman army. Professor Kleiner concludes the lecture with a brief discussion of tombs for those with more modest means, including extensive subterranean . She also turns briefly to the domed thermal baths at Baia, part of an ancient spa and a sign of where concrete construction would take the future of Roman architecture.","So I thought it was appropriate for us all to tell Rome how much we love–Rome or Roma–how much we love her. I’ve loved Rome for as long as–for a long time, certainly from the age that you are now. We spoke on Tuesday about public architecture commissioned by the emperor Augustus, public architecture that we noted was made primarily out of marble, out of Luna or Carrara marble, that was quarried on the northwest coast of Italy itself, and the objective of it being to try to conjure up the relationship between the new Golden Age of Augustus and the Golden Age, fifth century B.C., of Periclean Athens. And then the outer wall–which you can also see in this view–the outer wall was faced with travertine, which is also interesting; not Luna marble, travertine blocks. I think I can make this clearer by showing you a plan of the Mausoleum of Augustus. I think the model–myself, I believe that the model comes from Italy, and that it’s a very interesting choice on the part of Augustus, because I think what it tells us is that Augustus may have wanted to build public buildings in Rome that conjured up ancient Athens, but when it came to deciding about how he wanted to be buried, he wanted to be buried in the manner of his Italian ancestors. And there are inscription plaques that have come to light, from the Mausoleum of Augustus, and I can show you a couple of them here, that do indicate that was exactly the case. The Appian Way, which you see–this is a Google Earth image once again where you can see a stretch of the Appian Way, or the Via Appia, that is modern asphalt, although there are remains–and I’ll show you later an example of this–there are remains of the polygonal masonry pavement that would have been there initially, looking very much like the pavement that we saw in Pompeii, for example. And you can see the Tomb of Caecilia Metella right over here. So they paid a little bit more in order to get that more expensive material for those critical details of the monument. We see it still inserted into the monument. In this Google Earth aerial view, we see what that structure looks like today. Whether there were a lot, we can’t be absolutely certain. But here it is, a Roman tomb, in the form of a pyramid. And what you see over here is a gateway that also belongs to the later Aurelian Walls. We have evidence for that, because two bases were found that seemed to belong to this tomb; in fact, it’s Cestius’ name, or members of his family, Cestius, you can see there, are named in these inscriptions. So it demonstrates to us again we are dealing with an aristocratic family. It was at that time, and even before, that an interest in things Egyptian came into Rome. But I show this to you just because it’s one of those more fascinating places in Rome. If you think the Tomb of Cestius is unusual, the weirdest tomb by far in Rome, from ancient Rome, is the one that I turn to now, and this is the Tomb of the baker Eurysaces, the Tomb of the baker Eurysaces that was put up in Rome in the late first century B.C. And that again is another tomb from the age of Augustus. So you have to go right up to the monument. So they are cylinders, vertically, and then horizontally. It probably is trapezoidal in shape because the tomb was located on a piece of property that was between two major roads of Rome that exited and entered the city at this particular point: the so-called Via Labicana and the Via Praenestina. And there are these wonderful models of many of them. This is a man who wanted to be remembered for posterity. And you need to think away the frieze up there, because the frieze was probably not on this side of the monument, although there was a frieze around the other three sides. In fact, it’s even better done here because you can see the shape of the knuckles and so on, underneath the garment, the very diaphanous garment that she wears. And, in fact, these dome-shaped ovens are still used in rural areas. And you can see it looks like a breadbasket. His name is plastered on three sides of the monument. But if you look at this carefully, you will see that what it looks like is as if these individuals are still alive and looking out of the window of their tomb, as if out of the window of a house; this very close association in the minds of the Romans between houses of the living and houses of the dead. We know they had thousands of slaves, literally thousands of slaves. So a concrete building, with a concrete dome, used as part of this spa."
665,history-art,hsar-252,lecture-12,"Professor Kleiner features the tumultuous year of 68-69 when Rome had four competing emperors. Vespasian emerged the victor, founded the Flavian dynasty, and was succeeded by his sons, Titus and Domitian. The Flavians were especially adept at using architecture to shape public policy. Professor Kleiner demonstrates that Vespasian linked himself with the divine Claudius by completing the Claudianum and distanced himself from Nero by razing the Domus Aurea to the ground and filling in the palace’s artificial lake. In that location, Vespasian built the Flavian Amphitheater, nicknamed the Colosseum, thereby returning to the people land earlier stolen by Nero. Professor Kleiner discusses the technical and aesthetic features of the Colosseum at length, and surveys Vespasian’s Forum Pacis and Titus’ Temple to Divine Vespasian. The lecture concludes with the Baths of Titus, Rome’s first preserved example of the so-called “imperial bath type” because of its grand scale, axiality, and symmetry.","We are finally at the Colosseum, the very icon of Rome. So the octagonal room, and also I mentioned to you other things in the villa, including a banqueting hall with a revolving ceiling. I also want to say with regard to Vespasian, not only was he a great military strategist, but he also seems to have been an extremely shrewd politician, someone who recognized that you could use architecture in the service of ideology–and that’s in fact what we’re going to see him doing today–and he starts this from the very beginning of his reign. It was made out of concrete; barrel-vaulted chambers made out of concrete. But it’s one way in which one can think about this sort of thing. Here’s another–here’s just comparing the podium of the Claudianum to the Porta Maggiore in Rome, just to remind you of the rusticated columns there, the rusticated drums of these engaged columns, and then at the uppermost part the way in which the upper part of the column and the capital are dressed smooth and seem to emerge. And that’s when I first made that point about the likelihood that the column–that we’re supposed to read this as the column completed inside, just waiting to break free; and we see the same thing, but a further elaboration of that here. And there are fragments of this structure there that give us a sense of what it looked like in antiquity. It was made of concrete, as we shall see. But he decided to raze it to the ground, for political reasons, to discredit Nero; and he hoped to gain favor with the populace. And what he did, smartly, was to say, “What I am going to do with this property? And clearly the experiments, the architectural experiments in the Augustan period, at the Theater of Marcellus, were very important in terms of this particular design; it basically follows the same general scheme. In this case, the Theater of Marcellus appears to have had three stories, only two of which are currently persevered. There were small and larger cages down here, and I’m going to show you what those looked like in a moment. Only that small section is preserved, and I can show you another view where we see the same. You can also see the seats, the , the wedge-shaped sections of those seats, the ; the 50,000 people packed in for this special event. The Colosseum, extremely famous in its own day, continued to be famous in antiquity. And this also shows you very well the way in which the wooden poles rested on the brackets, those wooden poles to serve to support the awning of the structure. You popped over there, you could walk in, in a flash; never a problem. And so I wanted to show you another amphitheater where they are well preserved, so you can get a better sense of what those substructures would have looked like in antiquity. Here’s another view where you can also get a great sense of these substructures, of the places where the animals were kept, and also of those openings in the ceiling that allowed them to be brought up above. The fact that that looked back to the architectural experiments, very early on, second, first centuries B.C., at the Sanctuaries of Jupiter Anxur at Terracina, and of Hercules Victor at Tivoli; it was that kind of thing that was being looked back to. And it’s interesting to see that it was that same plan, that idea of a great open rectangular space, with a temple as part of it, that was used–and with the temple put along one of the longer ends–that was used by Vespasian for his own forum in Rome, the so-called Forum Pacis; it’s sometimes referred to as the Templum Pacis, because we’re not actually sure how it was used. This area here, that’s labeled as the Forum of Nerva, wasn’t a forum at all, at this point, it was a street called the Argiletum–A-r-g-i-l-e-t-u-m. And that street, the Argiletum–and you can see it labeled up there–that street led into a part of Rome, a residential area of Rome, that I’ve referred to before, called the Subura, S-u-b-u-r-a. The Subura was again a place where there were a lot of–I’ve mentioned it again; there were there, a lot of apartment houses, mostly made out of wood: rickety apartment houses that were lived in by a large number of people, with lesser means. And there were consequently always fires there. So another Neronian innovation that remains important. So this combination of imported marbles used for the Forum Pacis in Rome. The reason that this idea came to the fore is that eventually, when the Argiletum was filled in with a forum by Vespasian’s second son Domitian, Domitian did build a forum that is in part preserved, and which we will look at next week I believe. But that forum had on the walls a series of columns with projecting entablatures. He wants to remind them when Nero was emperor of Rome, he had things in his villa that he would never have dreamed of sharing with you. A very large chunk of that frieze and entablature is still preserved today. And then the frieze itself is very interesting. And just a very quick review, to remind ourselves of its major features. And in what kind of building do I want to be buried? So we see experiments in private palace and tomb architecture, villa architecture that we don’t tend to see as much in public architecture. But what we see happening here is very momentous, and that is the lessons that were explored first in private architecture are being adopted in the most public of all Roman buildings, a bath building, and it’s being done in a very different way from the Colosseum. So clearly a very special portrait artist, probably hired to do these portraits; a portrait artist who may have been hired at great expense. There’s some attempt to depict their musculature. We know they had thousands of slaves, literally thousands of slaves. It is the so-called “Temple of Mercury” – that’s what the locals have long called it. I showed you this Etruscan attempt at making a round structure, with a dome, that was done, in this case, in stone, and although it was a valiant attempt, not all that successful. And we talked about the way in which that eventually transformed into the Roman ability to make the  at Pompeii. They would have been stuccoed over, which you can see, and then probably decorated with mosaic. This one up here, which of course is the  at Pompeii, to show you where all of this begins."
